key	value
ITEM_WITCHWIZARD_ROBE_DESCRIPTION	只属于精英奥术师中的精英的长袍。
ITEM_SLIMECRUST_CHEST_NAME	黏锈胸甲
ITEM_SLIMECRUST_CHEST_DESCRIPTION	破裂、侵蚀，由黏液联结着不至于散架。
ITEM_WORN_ROBE_NAME	破旧长袍
ITEM_WORN_ROBE_DESCRIPTION	显然已经被穿戴过很多次了。
ITEM_CHAINMAIL_GUARD_NAME	护卫锁甲
ITEM_CHAINMAIL_GUARD_DESCRIPTION	
ITEM_BERSERKER_CHESTPIECE_NAME	狂战士胸甲
ITEM_BERSERKER_CHESTPIECE_DESCRIPTION	
ITEM_FUGUEFALL_DUSTER_NAME	迷律风衣
ITEM_FUGUEFALL_DUSTER_DESCRIPTION	
ITEM_MAGILORD_OVERALLS_NAME	魔法领主套装
ITEM_MAGILORD_OVERALLS_DESCRIPTION	古代虔诚的秘术师们曾在仪式中身着这套衣物。
ITEM_JOURNEYMAN_VEST_NAME	老手背心
ITEM_JOURNEYMAN_VEST_DESCRIPTION	
ITEM_POACHER_CLOTH_NAME	偷猎者上衣
ITEM_POACHER_CLOTH_DESCRIPTION	只裹住了重要部位。
ITEM_GHOSTLY_TABARD_NAME	幽灵战袍
ITEM_GHOSTLY_TABARD_DESCRIPTION	
ITEM_CRYPTSINGE_CHEST_NAME	黯墓胸甲
ITEM_CRYPTSINGE_CHEST_DESCRIPTION	
ITEM_SLIMEK_CHEST_NAME	史莱米库胸甲
ITEM_SLIMEK_CHEST_DESCRIPTION	足够坚固，能承受更多的伤害。
ITEM_IRON_CHESTPIECE_NAME	铁制胸甲
ITEM_IRON_CHESTPIECE_DESCRIPTION	
ITEM_AERO_PANTS_NAME	风行长裤
ITEM_AERO_PANTS_DESCRIPTION	毕鸟通常穿的衣服。
ITEM_BUNHOST_LEGGINGS_NAME	兔女郎紧身裤
ITEM_BUNHOST_LEGGINGS_DESCRIPTION	
ITEM_LEATHER_BRITCHES_NAME	皮革长裤
ITEM_LEATHER_BRITCHES_DESCRIPTION	珀尔通常穿的衣服。
ITEM_NECRO_CAUSTICS_NAME	亡骨护胫
ITEM_NECRO_CAUSTICS_DESCRIPTION	小鬼通常穿的衣服。
ITEM_NOBLE_PANTS_NAME	贵族长裤
ITEM_NOBLE_PANTS_DESCRIPTION	
ITEM_NUTSO_PANTS_NAME	活力长裤
ITEM_NUTSO_PANTS_DESCRIPTION	常鼠通常穿的衣服。
ITEM_SAGECLOTH_SHORTS_NAME	贤者短裤
ITEM_SAGECLOTH_SHORTS_DESCRIPTION	钴博通常穿的衣服。
ITEM_SILKEN_LOINCLOTH_NAME	丝绸缠腰
ITEM_SILKEN_LOINCLOTH_DESCRIPTION	古老的缠腰布。
ITEM_TEST_PANTS_NAME	测试长裤
ITEM_TEST_PANTS_DESCRIPTION	用于测试贴图。
ITEM_VAMPIRIC_LEGGINGS_NAME	吸血鬼裤子
ITEM_VAMPIRIC_LEGGINGS_DESCRIPTION	
ITEM_SASH_LEGGINGS_NAME	系腰紧身裤
ITEM_SASH_LEGGINGS_DESCRIPTION	够紧。
ITEM_WARRIOR_LEGGINGS_NAME	战士护腿
ITEM_WARRIOR_LEGGINGS_DESCRIPTION	
ITEM_LORD_GREAVES_NAME	领主腿甲
ITEM_LORD_GREAVES_DESCRIPTION	您的裤子，领主？
ITEM_REAPSOW_PANTS_NAME	噬魂长裤
ITEM_REAPSOW_PANTS_DESCRIPTION	
ITEM_WITCHLOCK_LOINCLOTH_NAME	巫术缠腰
ITEM_WITCHLOCK_LOINCLOTH_DESCRIPTION	
ITEM_CHAINMAIL_LEGGINGS_NAME	锁甲护腿
ITEM_CHAINMAIL_LEGGINGS_DESCRIPTION	
ITEM_MERCENARY_LEGGINGS_NAME	佣兵裤子
ITEM_MERCENARY_LEGGINGS_DESCRIPTION	
ITEM_DARKCLOTH_PANTS_NAME	暗色长裤
ITEM_DARKCLOTH_PANTS_DESCRIPTION	
ITEM_STRIDEBOND_PANTS_NAME	奔行长裤
ITEM_STRIDEBOND_PANTS_DESCRIPTION	
ITEM_KING_GREAVES_NAME	王家腿甲
ITEM_KING_GREAVES_DESCRIPTION	您的裤子，陛下？
ITEM_REAPER_LEGGINGS_NAME	死神护腿
ITEM_REAPER_LEGGINGS_DESCRIPTION	
ITEM_WITCHWIZARD_GARTERBELT_NAME	巫师吊带
ITEM_WITCHWIZARD_GARTERBELT_DESCRIPTION	
ITEM_SLIMECRUST_LEGGINGS_NAME	黏锈护腿
ITEM_SLIMECRUST_LEGGINGS_DESCRIPTION	被史莱姆黏液浸透了。
ITEM_BERSERKER_LEGGINGS_NAME	狂战士护腿
ITEM_BERSERKER_LEGGINGS_DESCRIPTION	
ITEM_FUGUEFALL_PANTS_NAME	迷律长裤
ITEM_FUGUEFALL_PANTS_DESCRIPTION	
ITEM_MAGILORD_BOOTS_NAME	魔法领主靴子
ITEM_MAGILORD_BOOTS_DESCRIPTION	让你的脚趾保持温暖。
ITEM_GHOSTLY_LEGWRAPS_NAME	幽灵裹腿
ITEM_GHOSTLY_LEGWRAPS_DESCRIPTION	穿上这个后你感觉你的腿麻木了。
ITEM_JOURNEYMAN_SHORTS_NAME	老手短裤
ITEM_JOURNEYMAN_SHORTS_DESCRIPTION	
ITEM_SLIMEK_LEGGINGS_NAME	史莱米库裤子
ITEM_SLIMEK_LEGGINGS_DESCRIPTION	被史莱米库黏液浸透了。
ITEM_JOURNEYMAN_LEGGINGS_NAME	老手裤子
ITEM_JOURNEYMAN_LEGGINGS_DESCRIPTION	
ITEM_WOODEN_SHIELD_NAME	木制盾牌
ITEM_WOODEN_SHIELD_DESCRIPTION	
ITEM_IRIS_SHIELD_NAME	慧眼盾牌
ITEM_IRIS_SHIELD_DESCRIPTION	用于祈求秘法之泪的法器。
ITEM_OMEN_SHIELD_NAME	噩兆盾牌
ITEM_OMEN_SHIELD_DESCRIPTION	盾面上的图案令人不安。
ITEM_NETHERCRYPT_SHIELD_NAME	冥墓盾牌
ITEM_NETHERCRYPT_SHIELD_DESCRIPTION	上面扭曲地刻着冥界的纹章。
ITEM_MITHRIL_SHIELD_NAME	秘银盾牌
ITEM_MITHRIL_SHIELD_DESCRIPTION	
ITEM_RUSTWEARY_SHIELD_NAME	戎斑锈盾
ITEM_RUSTWEARY_SHIELD_DESCRIPTION	盾面纹着的脸忧心忡忡。
ITEM_RUSTWISE_SHIELD_NAME	灵纹锈盾
ITEM_RUSTWISE_SHIELD_DESCRIPTION	盾面纹着的脸自信满满。
ITEM_CRYPT_BUCKLER_NAME	墓穴圆盾
ITEM_CRYPT_BUCKLER_DESCRIPTION	它曾随着古代战士征战四方。
ITEM_DEMICRYPT_BUCKLER_NAME	半墓圆盾
ITEM_DEMICRYPT_BUCKLER_DESCRIPTION	盾面上刻有古代石棺的纹章。
ITEM_IRON_SHIELD_NAME	铁制盾牌
ITEM_IRON_SHIELD_DESCRIPTION	
ITEM_OLD_RING_NAME	陈年戒指
ITEM_OLD_RING_DESCRIPTION	
ITEM_RING_OF_AMBITION_NAME	野心之戒
ITEM_RING_OF_AMBITION_DESCRIPTION	你总觉得这戒指肯定有哪里很特别。
ITEM_TEST_RING_NAME	测试戒指
ITEM_TEST_RING_DESCRIPTION	你曾经能够获得它。如果你有这东西，那你一定玩很久了...
ITEM_GEISTLORD_RING_NAME	幽魂之戒
ITEM_GEISTLORD_RING_DESCRIPTION	祖纳鲁达回忆的低语在你的灵魂中回荡。
ITEM_STUDENTS_RING_NAME	学者之戒
ITEM_STUDENTS_RING_DESCRIPTION	精益求精！
ITEM_PEARLPOND_RING_NAME	珠池之戒
ITEM_PEARLPOND_RING_DESCRIPTION	珍珠轻响，带来心灵的宁静与明澈。
ITEM_SLITHERWRAITH_RING_NAME	鬼蛇之戒
ITEM_SLITHERWRAITH_RING_DESCRIPTION	悄悄滑过门扉。
ITEM_ORBOS_RING_NAME	衔尾蛇戒
ITEM_ORBOS_RING_DESCRIPTION	
ITEM_JADETROUT_RING_NAME	玉鳟之戒
ITEM_JADETROUT_RING_DESCRIPTION	鱼尾快速地摇摆着。
ITEM_VALOR_RING_NAME	勇气之戒
ITEM_VALOR_RING_DESCRIPTION	
ITEM_GEISTLORD_BAND_NAME	幽魂手镯
ITEM_GEISTLORD_BAND_DESCRIPTION	卡鲁兹回忆的低语在你的灵魂中回荡。
ITEM_EARTHWOKEN_RING_NAME	地鸣之戒
ITEM_EARTHWOKEN_RING_DESCRIPTION	镶嵌的宝珠各个透着光，犹如撼地巨像身上的宝石。
ITEM_AMBERSQUIRE_RING_NAME	扈从琥珀之戒
ITEM_AMBERSQUIRE_RING_DESCRIPTION	坚如钢钉。
ITEM_EMERALDFOCUS_RING_NAME	屏息绿宝石戒
ITEM_EMERALDFOCUS_RING_DESCRIPTION	即使在远处也能看见绿宝石闪烁。
ITEM_SAPPHIREWEAVE_RING_NAME	施术蓝宝石戒
ITEM_SAPPHIREWEAVE_RING_DESCRIPTION	海浪之声在你的耳边空鸣。
ITEM_WOOD_DAGGERS_NAME	木制匕首
ITEM_WOOD_DAGGERS_DESCRIPTION	
ITEM_RUNIC_KATARS_NAME	符文拳刃
ITEM_RUNIC_KATARS_DESCRIPTION	由一位善用酷刑的施虐者所铸造。
ITEM_GEISTLORD_CLAWS_NAME	幽魂利爪
ITEM_GEISTLORD_CLAWS_DESCRIPTION	能够生生撕碎哀嚎的亡灵。
ITEM_HELLSLUDGE_SHIVS_NAME	狱火耳刃
ITEM_HELLSLUDGE_SHIVS_DESCRIPTION	太烫了！慎碰！
ITEM_MITHRIL_KATARS_NAME	秘银拳刃
ITEM_MITHRIL_KATARS_DESCRIPTION	
ITEM_SERRATED_KNUCKLES_NAME	锯齿指虎
ITEM_SERRATED_KNUCKLES_DESCRIPTION	
ITEM_FROSTBITE_CLAWS_NAME	极寒利爪
ITEM_FROSTBITE_CLAWS_DESCRIPTION	阴冷刺骨…
ITEM_GOLEMFIST_KATARS_NAME	巨像拳刃
ITEM_GOLEMFIST_KATARS_DESCRIPTION	咣！
ITEM_SLIMECRUST_KATARS_NAME	黏锈拳刃
ITEM_SLIMECRUST_KATARS_DESCRIPTION	曾经是锋利的铁制拳刃，如今却被史莱姆腐蚀成了钝器。
ITEM_SLIMEK_SHIVS_NAME	史莱米库耳刃
ITEM_SLIMEK_SHIVS_DESCRIPTION	这对史莱米库的大耳朵看着似乎能当兵器来使…
ITEM_DEATHGEL_SHIVS_NAME	腐臭耳刃
ITEM_DEATHGEL_SHIVS_DESCRIPTION	腐烂且致命，一对锐利的腐臭史莱姆双耳。
ITEM_IRON_KATARS_NAME	铁拳刃
ITEM_IRON_KATARS_DESCRIPTION	
ITEM_WOODEN_BOW_NAME	木弓
ITEM_WOODEN_BOW_DESCRIPTION	
ITEM_MENACE_BOW_NAME	斥敌威弓
ITEM_MENACE_BOW_DESCRIPTION	哪怕只是手握这张弓，你也能感到自己的动作愈加迅捷。
ITEM_PETRIFIED_BOW_NAME	石化古弓
ITEM_PETRIFIED_BOW_DESCRIPTION	这张弓上囚禁着诸多被诅咒的亡魂。
ITEM_NECROROYAL_BOW_NAME	尸皇弓
ITEM_NECROROYAL_BOW_DESCRIPTION	
ITEM_MITHRIL_BOW_NAME	秘银弓
ITEM_MITHRIL_BOW_DESCRIPTION	
ITEM_SERRATED_LONGBOW_NAME	锯齿长弓
ITEM_SERRATED_LONGBOW_DESCRIPTION	弓臂尖锐而扭曲。所射出的箭矢能够贯穿多个敌人。
ITEM_COLDGEIST_BOW_NAME	阴魂弓
ITEM_COLDGEIST_BOW_DESCRIPTION	能够给予冻死的亡魂堙灭作为解脱。
ITEM_CRYPT_BOW_NAME	墓穴弓
ITEM_CRYPT_BOW_DESCRIPTION	若不是有粘稠如胶般的煤灰加以联结，这张骨弓早散了架。
ITEM_DEMICRYPT_BOW_NAME	半墓弓
ITEM_DEMICRYPT_BOW_DESCRIPTION	构成这张弓的骸骨原主似乎刚死还没多久。
ITEM_IRON_BOW_NAME	铁弓
ITEM_IRON_BOW_DESCRIPTION	
ITEM_MEKSPIKE_BOW_NAME	猪猪突刺弓
ITEM_MEKSPIKE_BOW_DESCRIPTION	这张弓的设计与突突猪的身体结构有异曲同工之处。
ITEM_WOOD_SWORD_NAME	木剑
ITEM_WOOD_SWORD_DESCRIPTION	
ITEM_DAWN_MACE_NAME	曙光战锤
ITEM_DAWN_MACE_DESCRIPTION	一锤不够那就再来一锤。
ITEM_RUDE_BLADE_NAME	粗陋之剑
ITEM_RUDE_BLADE_DESCRIPTION	可真有你的，吃饱了撑着杀我干嘛啊？
ITEM_VILE_BLADE_NAME	极恶之剑
ITEM_VILE_BLADE_DESCRIPTION	一把比粗陋之剑还要再…过分些的宝剑。
ITEM_NETHERCRYPT_BLADE_NAME	冥墓剑
ITEM_NETHERCRYPT_BLADE_DESCRIPTION	剑身中充斥着冥界的魔力，因而被其扭曲。
ITEM_MITHRIL_SWORD_NAME	秘银剑
ITEM_MITHRIL_SWORD_DESCRIPTION	
ITEM_SERRATED_BLADE_NAME	锯齿剑
ITEM_SERRATED_BLADE_DESCRIPTION	
ITEM_COLDGEIST_BLADE_NAME	阴魂剑
ITEM_COLDGEIST_BLADE_DESCRIPTION	由被侵染的寒霜铸成，古时曾为贤者们的礼仪佩剑。
ITEM_SLIMECRUST_BLADE_NAME	黏锈剑
ITEM_SLIMECRUST_BLADE_DESCRIPTION	勉强还能看出这是把铁剑，但剑刃已被史莱姆腐蚀钝得不像样子。
ITEM_CRYPT_BLADE_NAME	墓穴剑
ITEM_CRYPT_BLADE_DESCRIPTION	锋利的骨刃取自一位狂徒的遗骨。
ITEM_GILDED_SWORD_NAME	镀金剑
ITEM_GILDED_SWORD_DESCRIPTION	古老的刃口早已破损，但它依旧锋利，好歹还能防身。
ITEM_IRON_SWORD_NAME	铁剑
ITEM_IRON_SWORD_DESCRIPTION	
ITEM_DEMICRYPT_BLADE_NAME	半墓剑
ITEM_DEMICRYPT_BLADE_DESCRIPTION	死者的低语被禁锢于这把剑中。
ITEM_WOOD_HAMMER_NAME	木锤
ITEM_WOOD_HAMMER_DESCRIPTION	
ITEM_CRYPT_POUNDER_NAME	墓穴重锤
ITEM_CRYPT_POUNDER_DESCRIPTION	由罪人们的骸骨制成。
ITEM_STONE_GREATBLADE_NAME	石制大剑
ITEM_STONE_GREATBLADE_DESCRIPTION	
ITEM_POLTERGEIST_SCYTHE_NAME	喧闹幽魂镰刀
ITEM_POLTERGEIST_SCYTHE_DESCRIPTION	各种幽魂所使用的镰刀中的至上佳品。
ITEM_MITHRIL_GREATSWORD_NAME	秘银巨剑
ITEM_MITHRIL_GREATSWORD_DESCRIPTION	
ITEM_DEADWOOD_AXE_NAME	腐木重斧
ITEM_DEADWOOD_AXE_DESCRIPTION	这把斧头曾深深的嵌在一只腐木妖上。不论来头还是缘由都不为人所知。
ITEM_COLDGEIST_PUNISHER_NAME	阴魂惩戒者
ITEM_COLDGEIST_PUNISHER_DESCRIPTION	斧刃上所结的是永冻的坚冰。
ITEM_QUAKE_PUMMELER_NAME	撼地巨锤
ITEM_QUAKE_PUMMELER_DESCRIPTION	将他们全数碾碎，永劫不复。
ITEM_MINI_GEIST_SCYTHE_NAME	小幽魂镰刀
ITEM_MINI_GEIST_SCYTHE_DESCRIPTION	小幽魂身边唯一的伴侣。刀刃散发着一股骇人的气息。
ITEM_SLIMEK_AXEHAMMER_NAME	史莱米库斧锤
ITEM_SLIMEK_AXEHAMMER_DESCRIPTION	一柄被腐蚀得不像样子的铁制斧锤。手柄滑腻腻的，想握牢有些难度。
ITEM_IRON_AXEHAMMER_NAME	铁斧锤
ITEM_IRON_AXEHAMMER_DESCRIPTION	
ITEM_GEIST_SCYTHE_NAME	幽魂镰刀
ITEM_GEIST_SCYTHE_DESCRIPTION	死者们被斩下的灵魂在这柄镰刀中颤抖，共鸣。
ITEM_MEKSPEAR_NAME	突突长枪
ITEM_MEKSPEAR_DESCRIPTION	顶着一头突突猪的角的阔头枪。还算趁手。
ITEM_SINNER_BARDICHE_NAME	断罪长柄刀
ITEM_SINNER_BARDICHE_DESCRIPTION	这柄武器上浸满了罪人们的鲜血。
ITEM_NECROROYAL_HALBERD_NAME	尸皇斧枪
ITEM_NECROROYAL_HALBERD_DESCRIPTION	不死生物中的皇家卫士们所用的兵器。
ITEM_MITHRIL_HALBERD_NAME	秘银斧枪
ITEM_MITHRIL_HALBERD_DESCRIPTION	
ITEM_RAGESPEAR_NAME	愤愤长枪
ITEM_RAGESPEAR_DESCRIPTION	长枪尖口上看着似乎沾满了血迹，但其实是由某种腐蚀性的素材所铸。
ITEM_SERRATED_SPEAR_NAME	锯齿长枪
ITEM_SERRATED_SPEAR_DESCRIPTION	
ITEM_WOOD_SPEAR_NAME	木枪
ITEM_WOOD_SPEAR_DESCRIPTION	
ITEM_IRON_SPEAR_NAME	铁枪
ITEM_IRON_SPEAR_DESCRIPTION	
ITEM_CRYPTSINGE_HALBERD_NAME	黯墓斧枪
ITEM_CRYPTSINGE_HALBERD_DESCRIPTION	一刺一戳，即便是不死怪物也得退让三分。
ITEM_WOOD_SCEPTER_NAME	木法杖
ITEM_WOOD_SCEPTER_DESCRIPTION	
ITEM_CRYO_CANE_NAME	寒冰之杖
ITEM_CRYO_CANE_DESCRIPTION	予他们以霜冻。
ITEM_SLIME_DIVA_BATON_NAME	史莱姆女王的指挥棒
ITEM_SLIME_DIVA_BATON_DESCRIPTION	只有史莱姆女王本尊才能真正发挥出这根指挥棒的全部力量。
ITEM_PYRE_CANE_NAME	焚烧之杖
ITEM_PYRE_CANE_DESCRIPTION	予他们以火灼。
ITEM_WIZWAND_NAME	巫巫法杖
ITEM_WIZWAND_DESCRIPTION	噼里啪啦，劈头盖脸。
ITEM_NETHERCRYPT_BAUBLE_NAME	冥墓手杖
ITEM_NETHERCRYPT_BAUBLE_DESCRIPTION	这畸形的头骨令人胆寒得难以描述。
ITEM_MITHRIL_SCEPTER_NAME	秘银法杖
ITEM_MITHRIL_SCEPTER_DESCRIPTION	
ITEM_AQUAPETAL_STAFF_NAME	水花法杖
ITEM_AQUAPETAL_STAFF_DESCRIPTION	
ITEM_FLAMEPETAL_STAFF_NAME	火花法杖
ITEM_FLAMEPETAL_STAFF_DESCRIPTION	
ITEM_SPLITBARK_SCEPTER_NAME	断枝法杖
ITEM_SPLITBARK_SCEPTER_DESCRIPTION	其上嵌着的乳白色宝石散发着暖意。
ITEM_MARROW_BAUBLE_NAME	骨髓手杖
ITEM_MARROW_BAUBLE_DESCRIPTION	这会是谁的头骨呢？
ITEM_IRON_SCEPTER_NAME	铁法杖
ITEM_IRON_SCEPTER_DESCRIPTION	
ITEM_DEMICRYPT_BAUBLE_NAME	半墓手杖
ITEM_DEMICRYPT_BAUBLE_DESCRIPTION	这头骨怎么看都觉得像假的。
ITEM_CRYPTCALL_BELL_NAME	墓穴嚎哭铃
ITEM_CRYPTCALL_BELL_DESCRIPTION	为逝者献上悼亡的钟声。
ITEM_MITHRIL_BELL_NAME	秘银铃铛
ITEM_MITHRIL_BELL_DESCRIPTION	
ITEM_COLDGEIST_FROSTCALLER_NAME	阴魂降霜铃
ITEM_COLDGEIST_FROSTCALLER_DESCRIPTION	能够以毛骨悚然的音色唤醒长眠的幽魂之主。
ITEM_COLOSSUS_TONE_NAME	巨像之音
ITEM_COLOSSUS_TONE_DESCRIPTION	这柄铃铛中嵌着一尊撼地巨像的无数碎块。
ITEM_WOODEN_BELL_NAME	木制铃铛
ITEM_WOODEN_BELL_DESCRIPTION	虽然这杆武器是木制的，但它的铃声有如金属制品般铿锵有力。
ITEM_IRON_BELL_NAME	铁制铃铛
ITEM_IRON_BELL_DESCRIPTION	
ITEM_TOME_OF_THE_BANDIT_NAME	盗贼秘籍
ITEM_TOME_OF_THE_BANDIT_DESCRIPTION	<color=lime>只能在安全区使用</color>\n\n阅读此秘籍可以使你习得<color=lime>灵巧系的盗贼职业</color>同时还会重置并返还你的所有技能点，此后无法更改为其他职业。
ITEM_TOME_OF_THE_FIGHTER_NAME	战士秘籍
ITEM_TOME_OF_THE_FIGHTER_DESCRIPTION	<color=lime>只能在安全区使用</color>\n\n阅读此秘籍可以使你习得<color=red>力量系的战士职业</color>同时还会重置并返还你的所有技能点，此后无法更改为其他职业。
ITEM_TOME_OF_THE_MYSTIC_NAME	秘术师秘籍
ITEM_TOME_OF_THE_MYSTIC_DESCRIPTION	<color=lime>只能在安全区使用</color>\n\n阅读此秘籍可以使你习得<color=cyan>智力系的秘术师职业</color>同时还会重置并返还你的所有技能点，此后无法更改为其他职业。
ITEM_BLUE_DYE_NAME	蓝色染料
ITEM_BLUE_DYE_DESCRIPTION	一小瓶蓝色染料，可以将你的装备染成蓝色。
ITEM_GREEN_DYE_NAME	绿色染料
ITEM_GREEN_DYE_DESCRIPTION	一小瓶绿色染料，可以将你的装备染成绿色。
ITEM_GREY_DYE_NAME	灰色染料
ITEM_GREY_DYE_DESCRIPTION	一小瓶灰色染料，可以将你的装备染成灰色。
ITEM_RED_DYE_NAME	红色染料
ITEM_RED_DYE_DESCRIPTION	一小瓶红色染料，可以将你的装备染成红色。
ITEM_SKILL_SCROLL_ALACRITY_NAME	技能卷轴（轻捷）
ITEM_SKILL_SCROLL_ALACRITY_DESCRIPTION	使阅读者习得轻捷。
ITEM_SKILL_SCROLL_CRYO_NEEDLE_NAME	技能卷轴（寒冰尖刺）
ITEM_SKILL_SCROLL_CRYO_NEEDLE_DESCRIPTION	使阅读者习得寒冰尖刺。
ITEM_SKILL_SCROLL_EXECUTE_NAME	技能卷轴（处决）
ITEM_SKILL_SCROLL_EXECUTE_DESCRIPTION	使阅读者习得处决。
ITEM_SKILL_SCROLL_FIREBALL_NAME	技能卷轴（火球术）
ITEM_SKILL_SCROLL_FIREBALL_DESCRIPTION	使阅读者习得火球术。
ITEM_SKILL_SCROLL_INNER_FOCUS_NAME	技能卷轴（聚精会神）
ITEM_SKILL_SCROLL_INNER_FOCUS_DESCRIPTION	使阅读者习得聚精会神。
ITEM_SKILL_SCROLL_LEG_UP_NAME	技能卷轴（飞毛腿）
ITEM_SKILL_SCROLL_LEG_UP_DESCRIPTION	使阅读者习得飞毛腿。
ITEM_SKILL_SCROLL_SIPHON_LEECH_NAME	技能卷轴（虹吸血蛭）
ITEM_SKILL_SCROLL_SIPHON_LEECH_DESCRIPTION	使阅读者习得虹吸血蛭。
ITEM_SKILL_SCROLL_SPIRE_NAME	技能卷轴（尖刺术）
ITEM_SKILL_SCROLL_SPIRE_DESCRIPTION	使阅读者习得尖刺术。
ITEM_SKILL_SCROLL_SPREAD_SHOT_NAME	技能卷轴（分裂射击）
ITEM_SKILL_SCROLL_SPREAD_SHOT_DESCRIPTION	使阅读者习得分裂射击。
ITEM_SKILL_SCROLL_STURDY_NAME	技能卷轴（结实）
ITEM_SKILL_SCROLL_STURDY_DESCRIPTION	使阅读者习得结实。
ITEM_SKILL_SCROLL_BELL_MASTERY_NAME	技能卷轴（铃铛精通）
ITEM_SKILL_SCROLL_BELL_MASTERY_DESCRIPTION	使阅读者习得铃铛精通。
ITEM_SKILL_SCROLL_HEAVY_MELEE_MASTERY_NAME	技能卷轴（重武器精通）
ITEM_SKILL_SCROLL_HEAVY_MELEE_MASTERY_DESCRIPTION	使阅读者习得重武器精通。
ITEM_SKILL_SCROLL_KATAR_MASTERY_NAME	技能卷轴（拳剑精通）
ITEM_SKILL_SCROLL_KATAR_MASTERY_DESCRIPTION	使阅读者习得拳剑精通。
ITEM_SKILL_SCROLL_MELEE_MASTERY_NAME	技能卷轴（轻武器精通）
ITEM_SKILL_SCROLL_MELEE_MASTERY_DESCRIPTION	使阅读者习得轻武器精通。
ITEM_SKILL_SCROLL_POLEARM_MASTERY_NAME	技能卷轴（长兵精通）
ITEM_SKILL_SCROLL_POLEARM_MASTERY_DESCRIPTION	使阅读者习得长兵精通。
ITEM_SKILL_SCROLL_RANGED_MASTERY_NAME	技能卷轴（远程精通）
ITEM_SKILL_SCROLL_RANGED_MASTERY_DESCRIPTION	使阅读者习得远程精通。
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_NAME	技能卷轴（法杖精通）
ITEM_SKILL_SCROLL_SCEPTER_MASTERY_DESCRIPTION	使阅读者习得法杖精通。
ITEM_SKILL_SCROLL_DIVINE_NAME	技能卷轴（圣域）
ITEM_SKILL_SCROLL_DIVINE_DESCRIPTION	使阅读者习得圣域。
ITEM_SKILL_SCROLL_LIFE_TAP_NAME	技能卷轴（生命转换）
ITEM_SKILL_SCROLL_LIFE_TAP_DESCRIPTION	使阅读者习得生命转换。
ITEM_BUNBAG_NAME	袋装疗膏
ITEM_BUNBAG_DESCRIPTION	小小的一瓶治疗药膏，不过聊胜于无。
ITEM_BUNJAR_NAME	罐装疗膏
ITEM_BUNJAR_DESCRIPTION	一大瓶治疗药膏。
ITEM_BUNPOT_NAME	碗装疗膏
ITEM_BUNPOT_DESCRIPTION	一小瓶治疗药膏。
ITEM_CARROT_CAKE_NAME	胡萝卜蛋糕
ITEM_CARROT_CAKE_DESCRIPTION	圣地里常常出现的美味小吃。
ITEM_MAGICLOVE_NAME	魔力果
ITEM_MAGICLOVE_DESCRIPTION	滋养心灵的一大瓣花瓣。
ITEM_MAGIFLOWER_NAME	魔力花
ITEM_MAGIFLOWER_DESCRIPTION	滋养心灵的一大朵花。
ITEM_MAGILEAF_NAME	魔力叶
ITEM_MAGILEAF_DESCRIPTION	滋养心灵的一小片叶子。
ITEM_SPECTRAL_POWDER_NAME	隐身粉末
ITEM_SPECTRAL_POWDER_DESCRIPTION	强效的幽灵物质混合物，令使用者短暂消失。
ITEM_STAMSTAR_NAME	耐力星
ITEM_STAMSTAR_DESCRIPTION	握住这颗星星可以立刻回复精力。
ITEM_MINCHROOM_JUICE_NAME	蘑菇汁
ITEM_MINCHROOM_JUICE_DESCRIPTION	好喝的蘑菇血（汁）。
ITEM_LESSER_DEFENSE_POTION_NAME	小型物防药水
ITEM_LESSER_DEFENSE_POTION_DESCRIPTION	暂时地将防御提高5点。
ITEM_LESSER_EVASION_POTION_NAME	小型闪避药水
ITEM_LESSER_EVASION_POTION_DESCRIPTION	暂时提高闪避率3%。
ITEM_LESSER_MGK_DEFENSE_POTION_NAME	小型魔防药水
ITEM_LESSER_MGK_DEFENSE_POTION_DESCRIPTION	暂时地将魔法防御提高5点。
ITEM_LESSER_REGENERATION_POTION_NAME	小型再生药水
ITEM_LESSER_REGENERATION_POTION_DESCRIPTION	随着时间的推移每秒回复3点生命值。
ITEM_DEFENSE_POTION_NAME	物防药水
ITEM_DEFENSE_POTION_DESCRIPTION	暂时地将防御提高10点。
ITEM_EVASION_POTION_NAME	闪避药水
ITEM_EVASION_POTION_DESCRIPTION	暂时提高闪避率5%。
ITEM_MGK_DEFENSE_POTION_NAME	魔法防御药水
ITEM_MGK_DEFENSE_POTION_DESCRIPTION	暂时地将魔法防御提高10点。
ITEM_REGENERATION_POTION_NAME	再生药水
ITEM_REGENERATION_POTION_DESCRIPTION	随着时间的推移每秒回复8点生命值。
ITEM_TOME_OF_EXPERIENCE_NAME	经验之书
ITEM_TOME_OF_EXPERIENCE_DESCRIPTION	这本书记载的知识能为阅读者提供可观的经验。
ITEM_TOME_OF_GREATER_EXPERIENCE_NAME	经验巨著
ITEM_TOME_OF_GREATER_EXPERIENCE_DESCRIPTION	这本巨著记载的知识能够为阅读者提供大量的经验。
ITEM_TOME_OF_LESSER_EXPERIENCE_NAME	经验残卷
ITEM_TOME_OF_LESSER_EXPERIENCE_DESCRIPTION	这本书记载的知识能为阅读者提供些许的经验。
ITEM_TOME_OF_NAIVETY_NAME	本我之书
